id,title,permalink,thumbnail_625,number_serves,total_time,active_time
101305,Dinner Tonight: Hong Kong Style Pan-Fried Noodles,http://www.seriouseats.com/recipes/2010/06/hong-kong-style-pan-fried-noodles-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100607_dt_hongkongnoodles2-thumb-625xauto-93434.jpg,2,,
101312,Cook the Book: Watermelon Margaritas,http://www.seriouseats.com/recipes/2010/06/watermelon-margaritas-summer-cocktails-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100607watermelonmargaritas-thumb-625xauto-93439.jpg,4,,
101430,The Crisper Whisperer: 4 Ways to Use Lettuce (Other Than Salad),http://www.seriouseats.com/recipes/2010/06/how-to-cook-what-to-do-with-lettuce-soup-grilled-stir-fried-lettuce-sauce-recipes.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100608lettucehot-thumb-625xauto-93627.jpg,,,
101432,Bread Baking: Light Rye Buns,http://www.seriouseats.com/recipes/2010/06/light-rye-buns.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100608 light rye buns-thumb-625xauto-93642.jpg,,,
101455,Tacos de Buche (Pork Stomach Tacos),http://www.seriouseats.com/recipes/2010/06/the-nasty-bits-tacos-de-buche-pork-stomach-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100608-nastybits-primary-thumb-625xauto-93720.jpg,,,
101460,Cook the Book: Sonoran Hot Dogs,http://www.seriouseats.com/recipes/2010/06/cook-the-book-sonoran-hot-dogs.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100608sonoranhotdogs-thumb-625xauto-93660.jpg,4,,
101522,Dinner Tonight: Chorizo and Eggs,http://www.seriouseats.com/recipes/2010/06/dinner-tonight-chorizo-and-eggs-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100608-dt-chorizo-and-eggs-thumb-625xauto-93733.jpg,2 to 3,,
101587,Virgin Mary Grilled Shrimp Cócteles,http://www.seriouseats.com/recipes/2010/06/virgin-mary-grilled-shrimp-cocteles-recipe.html,,4,,
101624,Butterflied Tri-Tip Fajitas,http://www.seriouseats.com/recipes/2010/06/butterflied-tri-tip-fajitas-tex-mex-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100609tritipfajitas-thumb-625xauto-93846.jpg,4 to 6,,
101647,Dinner Tonight: Pan-Fried Skate Wing with Capers,http://www.seriouseats.com/recipes/2010/06/pan-fried-skate-wing-with-capers-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100609_dt_skate_wing1-thumb-625xauto-93892.jpg,,,
101695,No-Knead Pizza Dough,http://www.seriouseats.com/recipes/2010/06/jim-laheys-no-knead-pizza-dough-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100609NO_KNEAD_PRIMARY_IMAGE-thumb-625xauto-94075.jpg,4 twelve-inch pies,,
101707,Simple Chocolate Mousse,http://www.seriouseats.com/recipes/2010/06/simple-chocolate-mousse-pierre-herme-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/06/20100511chocmousse-thumb-625xauto-165717.jpg,6,,
101713,Curry Paste with Peruvian Flair: Red Curry and Pink Peppercorn Meat Sauce,http://www.seriouseats.com/recipes/2010/06/red-curry-and-pink-peppercorn-meat-sauce-recipe.html,,,,
101766,Mozzarella and Basil Salad with Tomato Vinaigrette,http://www.seriouseats.com/recipes/2010/06/mozzarella-and-basil-salad-with-tomato-vinaigrette-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100609PIZZA_SALAD_OVERHEAD-thumb-625xauto-94093.jpg,4,,
101779,Cakespy: Red Velvet Cocoa Strawberry Shortcake,http://www.seriouseats.com/recipes/2010/06/cakespy-red-velvet-strawberry-shortcake-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100614shortcake1-thumb-625xauto-94597.jpg,8 shortcakes,,
101802,Dinner Tonight: Fava Beans with Grilled Zucchini and Homemade Garlicky Croutons,http://www.seriouseats.com/recipes/2010/06/dinner-tonight-fava-beans-with-grilled-zucchini-and-homemade-garlicky-croutons-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100610-dt-fava-beans-and-zucchini-with-garlicky-croutons-thumb-625xauto-94128.jpg,2,,
101810,Cook the Book: Tortaburgers,http://www.seriouseats.com/recipes/2010/06/tortaburgers-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100610-texmexgrill-thumb-625xauto-94239.jpg,4 single-portion burger tortas or 2 gigantic burger tortas,,
101819,French in a Flash: 'Printemps' Penne with Green Vegetables and Goat Cheese,http://www.seriouseats.com/recipes/2010/06/french-in-a-flash-printemps-penne-with-green-vegetables-and-goat-cheese-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100610PrintempsPenne610-thumb-625xauto-94162.jpg,,,
101908,Sunday Brunch: Brown Sugar Breakfast Cakelets,http://www.seriouseats.com/recipes/2010/06/sunday-brunch-brown-sugar-breakfast-cakelets-breakfast-coffee-cake-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100613strawberrycake_big-thumb-625xauto-94291.jpg,12,,
101915,Seriously Asian: Lotus Root,http://www.seriouseats.com/recipes/2010/06/seriously-asian-stir-fried-lotus-root-with-vegetables-daikon-miso-soup-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100611-lotusroot-primary-thumb-625xauto-94427.jpg,,,
101918,Eat for Eight Bucks: Tofu with Tomatoes and Cilantro,http://www.seriouseats.com/recipes/2010/06/eat-for-eight-bucks-tofu-with-tomatoes-and-cilantro-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100615tofu_big-thumb-625xauto-94311.jpg,4,,
101935,Sous Vide Burgers,http://www.seriouseats.com/recipes/2010/06/sous-vide-burgers-recipe.html,http://www.seriouseats.com/recipes/assets_c/2015/07/20150702-sous-vide-hamburger-anova-primary-thumb-625xauto-425332.jpg,Makes four 6-ounce burgers,1 hour 10 minutes to 4 1/2 hours,30 minutes
101939,Broiled Neapolitan-Style Pizza,http://www.seriouseats.com/recipes/2010/06/how-to-make-no-knead-pizza-using-a-broiler-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100610NK_PRIMARY-thumb-625xauto-94482.jpg,4 twelve-inch pizzas,,
101958,Plantains With Brown Sugar Glaze,http://www.seriouseats.com/recipes/2010/06/grilling-plantains-with-brown-sugar-glaze.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100610-grilled-plantains-large-thumb-625xauto-94357.jpg,,,
101969,Robb Walsh's Tacos al Pastor,http://www.seriouseats.com/recipes/2010/06/tacos-al-pastor-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100611tacosalpastor-thumb-625xauto-94380.jpg,12 tacos,,
102016,Dinner Tonight: Chicken And Eggplant in Black Bean Sauce,http://www.seriouseats.com/recipes/2010/06/chicken-and-eggplant-in-black-bean-sauce-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100611_dt_chicken_blackbeansauce1-thumb-625xauto-94433.jpg,2,,
102037,Time for a Drink: El Floridita Daiquiri,http://www.seriouseats.com/recipes/2010/06/el-floridita-daiquiri-drink-cocktail-recipe.html,http://www.seriouseats.com/recipes/assets_c/2012/06/20120621-el-floridita-cocktail-primary-thumb-625xauto-251385.jpg,makes 1 cocktail,5 minutes,5 minutes
102076,Sunday Brunch: Scrambled Eggs with Smoked Salmon,http://www.seriouseats.com/recipes/2010/06/sunday-brunch-scrambled-eggs-with-smoked-salmon-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100620eggbagelbig-thumb-625xauto-94510.jpg,2 alone or 4 with bagels,,
102087,How to Make the Creamiest Scrambled Eggs,http://www.seriouseats.com/recipes/2010/06/how-to-make-creamy-scrambled-eggs-creme-fraiche-breakfast.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100610SCRAMBLED_EGGS_PRIMARY_IMAGE-thumb-625xauto-94985.jpg,,,
102136,Eat for Eight Bucks: Honey Mustard Chicken Legs,http://www.seriouseats.com/recipes/2010/06/eat-for-eight-bucks-honey-mustard-baked-chicken-legs-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100622chicken leg_big-thumb-625xauto-94565.jpg,2,,
102158,"Cook the Book: Cannellini, Caper, Lemon, and Anchovy Crostini",http://www.seriouseats.com/recipes/2010/06/cook-the-book-cannellini-caper-lemon-anchovy-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100615CannelliniCaperLemonandAnchovyCrostini-thumb-625xauto-95056.jpg,enough for about 8 crostini,,
102161,Frankies' Romaine Hearts with Caesar Salad Dressing,http://www.seriouseats.com/recipes/2010/06/frankies-romaine-hearts-with-caesar-salad-dressing-recipe.html,,serves 4 to 6,,
102163,"Cook the Book: Linguine with Fava Beans, Garlic, Tomato & Bread Crumbs",http://www.seriouseats.com/recipes/2010/06/linguine-with-fava-beans-garlic-tomato-and-bread-crumbs-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100617linguinewithfavabeansgarlictomatoandbreadcrumbs-thumb-625xauto-95505.jpg,4,,
102164,Cook the Book: Frankies' Tomato Sauce,http://www.seriouseats.com/recipes/2010/06/frankies-tomato-sauce-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100614frankiestomatosauce-thumb-625xauto-94792.jpg,about 3 quarts,,
102167,Cook the Book: Sweet Potato Ravioli in Cheese Broth,http://www.seriouseats.com/recipes/2010/06/sweet-potato-ravioli-in-cheese-broth-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100616sweetpotatoraviolibefore-thumb-625xauto-95288.jpg,8,,
102170,Cook the Book: Frankies' Meatballs,http://www.seriouseats.com/recipes/2010/06/frankies-spuntino-meatballs-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100618frankiesmeatballs-thumb-625xauto-95687.jpg,18 to 20 meatballs,,
102174,Healthy & Delicious: White Bean and Mushroom Ragout,http://www.seriouseats.com/recipes/2010/06/healthy-delicious-white-bean-and-mushroom-ragout-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100614WhiteBeanMushroomRagout-thumb-625xauto-94594.jpg,4,,
102189,The Secret Ingredient (Key Lime): Key Lime Shrimp Tacos,http://www.seriouseats.com/recipes/2010/06/the-secret-ingredient-key-lime-key-lime-shrim.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100613KeyLimes610-thumb-625xauto-94611.jpg,4,,
102301,Dinner Tonight: Slow Cooked Salmon with Ginger and Scallion ,http://www.seriouseats.com/recipes/2010/06/slow-cooked-salmon-with-ginger-garlic-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100614_slow_cooked_salmon1-thumb-625xauto-94767.jpg,,,
102420,The Crisper Whisperer: 10 Small Ways to Eat Joyfully this Summer,http://www.seriouseats.com/recipes/2010/06/crisper-whisperer-10-tips-for-summer-eating.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100615sourcherries-thumb-625xauto-95049.jpg,,,
102455,Peach Chipotle Jam,http://www.seriouseats.com/recipes/2010/06/peach-chipotle-jam-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100614-peachjam-thumb-625xauto-94991.jpg,,,
102456,Grilled Peaches with Butter Rum Sauce,http://www.seriouseats.com/recipes/2010/06/grilled-peaches-with-butter-rum-sauce.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100614-grilledpeaches-thumb-625xauto-94992.jpg,,,
102458,Fresh Peach Scones,http://www.seriouseats.com/recipes/2010/06/fresh-peach-scones-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100614-peachescones-thumb-625xauto-94996.jpg,,,
102461,Peach Salsa,http://www.seriouseats.com/recipes/2010/06/peach-salsa-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100614-peachsalsa-thumb-625xauto-95001.jpg,,,
102463,Fried Green Tomatoes,http://www.seriouseats.com/recipes/2010/06/fried-green-tomatoes-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100614-greentomatoes-thumb-625xauto-95006.jpg,,,
102466,Chilled Grilled Peach Soup,http://www.seriouseats.com/recipes/2010/06/chilled-grilled-peach-soup-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100614-peachsoup-thumb-625xauto-95007.jpg,,,
102471,Bread Baking: Banana Cinnamon Bread,http://www.seriouseats.com/recipes/2010/06/leftover-banana-cinnamon-bread-baking-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100615 bananacinnamonbread-thumb-625xauto-95019.jpg,,,
102499,Gluten-Free Tuesday: Quick-Pickled Sea Beans,http://www.seriouseats.com/recipes/2010/06/gluten-free-tuesday-quick-pickled-sea-beans-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100615-sea-beans-thumb-625xauto-95202.jpg,,,
102537,The Nasty Bits: Duck Liver,http://www.seriouseats.com/recipes/2010/06/the-nasty-bits-sauteed-duck-livers-with-rhubarb-and-cherry-sauce-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100615-nastybits-primary-thumb-625xauto-95138.jpg,,,
102556,Dinner Tonight: Thick-Cut Pork Chops with Apples and Onion,http://www.seriouseats.com/recipes/2010/06/dinner-tonight-thick-cut-pork-chops-with-apples-onion-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100614-dt-pork-chops-with-onion-and-apples-thumb-625xauto-95115.jpg,4,,
102572,Outrageously Inauthentic Asian Salad,http://www.seriouseats.com/recipes/2010/06/asian-salad-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100615-fauxasiansalad-thumb-625xauto-95335.jpg,,,
102574,Healthy & Delicious: Potato Salad with Green and White Beans,http://www.seriouseats.com/recipes/2010/06/healthy-delicious-potato-salad-with-green-and-white-beans-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100621PotatoSaladGreenWhiteBeans-thumb-625xauto-95146.jpg,at least 6,,
102634,Japanese Curry Rice,http://www.seriouseats.com/recipes/2010/06/how-to-make-japanese-curry-rice-from-scratch-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100618-curry-norecipes-primary-thumb-625xauto-95842.jpg,"4, with leftovers",,
102645,Dinner Tonight: Pasta with Cauliflower and Anchovies ,http://www.seriouseats.com/recipes/2010/06/pasta-with-cauliflower-and-anchovies-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100616_pasta_with_cauliflower1-thumb-625xauto-95247.jpg,4,,
102700,French in a Flash: Niçoise Tuna Cakes,http://www.seriouseats.com/recipes/2010/06/french-in-a-flash-nicoise-tuna-cakes-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100617TunaCakes610-thumb-625xauto-95466.jpg,makes 6 cakes,,
102762,Chocolate Ancho Sorbet,http://www.seriouseats.com/recipes/2010/06/chocolate-ancho-sorbet-recipe.html,,,,
102806,Grilled Potato Wedges,http://www.seriouseats.com/recipes/2010/06/grilling-fries-potato-wedges-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100616-grilled-fries-large-thumb-625xauto-95474.jpg,,,
102859,Dinner Tonight: Smoked Trout Brandade,http://www.seriouseats.com/recipes/2010/06/dinner-tonight-smoked-trout-brandade-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100617-dt-smoked-trout-brandade-thumb-625xauto-95532.jpg,4,,
102881,Chris Bianco's Lamb Sandwich Recipe,http://www.seriouseats.com/recipes/2010/06/chris-bianco-pane-bianco-lamb-sandwich-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100617-lamb-recipe-hp-thumb-625xauto-95570.jpg,,,
102920,Walnut Herb Pesto,http://www.seriouseats.com/recipes/2010/06/walnut-herb-pesto-recipe.html,,,,
102936,Seriously Asian: Big Wontons,http://www.seriouseats.com/recipes/2010/06/seriously-asian-big-wontons-pork-and-chive-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100618-seasian-primary-thumb-625xauto-95828.jpg,,,
102991,"Dinner Tonight: Breakfast Sausage, Home Fries, and Eggs",http://www.seriouseats.com/recipes/2010/06/breakfast-sausage-home-fries-eggs-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100618_breakfast1-thumb-625xauto-95731.jpg,3 to 4,,
103066,Martini,http://www.seriouseats.com/recipes/2010/06/the-martini-recipe.html,http://www.seriouseats.com/recipes/assets_c/2015/04/20150323-cocktails-vicky-wasik-martini-thumb-625xauto-421595.jpg,,,
103093,Cook the Book: Farmhouse Bacon Cheeseburgers,http://www.seriouseats.com/recipes/2010/06/farmhouse-bacon-cheeseburgers-spikes-good-stuff-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100621farmhousebaconcheeseburger-thumb-625xauto-95861.jpg,6,,
103119,The Secret Ingredient (Key Lime): Key Lime Granita with Vodka,http://www.seriouseats.com/recipes/2010/06/the-secret-ingredient-key-lime-key-lime-grani.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100619KeyLimeGranita610-thumb-625xauto-95891.jpg,,,
103159,Bill Yosses' Blackberry Buttermilk Bundt with Orange Glaze,http://www.seriouseats.com/recipes/2010/06/bill-yosses-blackberry-buttermilk-bundt-with-orange-glaze-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100621blackberrybuttermilkbundtcake-thumb-625xauto-95922.jpg,8 to 10,,
103163,Cook the Book: Classic Wedge Salad,http://www.seriouseats.com/recipes/2010/06/classic-wedge-salad-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100622classicwedgesalad-thumb-625xauto-95926.jpg,4,,
103203,Cakespy: A Midsummer Night's Creamsicles,http://www.seriouseats.com/recipes/2010/06/cakespy-a-midsummer-nights-creamsicles-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100621creamsicle-thumb-625xauto-96080.jpg,"4-6, depending on size",,
103251,Wheat Berry Salad with Harissa and Pistachios,http://www.seriouseats.com/recipes/2010/06/wheat-berry-salad-with-harissa-pistachios-salad-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100621_wheatberry1-thumb-625xauto-96051.jpg,4,,
103272,Light and Fluffy Buttermilk Pancakes,http://www.seriouseats.com/recipes/2010/06/light-and-fluffy-pancakes-recipe.html,http://www.seriouseats.com/recipes/assets_c/2015/05/20150518-pancakes-new-kenji-thumb-625xauto-423207.jpg,Makes 16 pancakes,30 minutes,30 minutes
103326,Mediterranean Flavors: Baba Ghanoush ,http://www.seriouseats.com/recipes/2010/06/baba-ghanoush-ganoush-mediterranean-dips-recipe.html,http://www.seriouseats.com/recipes/assets_c/2010/06/20100622-baba-primary-thumb-625xauto-96494.jpg,,,
